car_name,brand,model,vehicle_age,km_driven,seller_type,fuel_type,transmission_type,mileage,engine,max_power,seats,selling_price
Maruti Swift Dzire,Maruti,Swift Dzire,7,107000,Dealer,Diesel,Manual,23.4,1248,74.0,5,285000
Mahindra Bolero,Mahindra,Bolero,8,150000,Individual,Diesel,Manual,13.6,2523,63.0,8,330000
Renault Duster,Renault,Duster,7,150000,Individual,Diesel,Manual,19.01,1461,108.45,5,485000
Honda City,Honda,City,9,62928,Trustmark Dealer,Petrol,Manual,16.8,1497,116.4,5,385000
Maruti Alto,Maruti,Alto,6,70000,Individual,Petrol,Manual,23.95,998,67.1,5,300000
Honda WR-V,Honda,WR-V,4,23039,Dealer,Diesel,Manual,25.5,1498,98.6,5,750000
Renault KWID,Renault,KWID,4,17000,Dealer,Petrol,Automatic,24.04,999,67.0,5,385000
Hyundai Verna,Hyundai,Verna,3,35512,Dealer,Diesel,Manual,22.32,1582,126.3,5,885000
Maruti Wagon R,Maruti,Wagon R,3,77000,Dealer,CNG,Manual,26.6,998,58.16,5,485000
Honda CR-V,Honda,CR-V,5,55000,Dealer,Petrol,Automatic,12.0,2354,187.4,5,1575000
Maruti Swift,Maruti,Swift,2,5000,Individual,Petrol,Manual,21.21,1197,81.8,5,610000
Hyundai i20,Hyundai,i20,5,57000,Dealer,Petrol,Manual,17.19,1197,81.86,5,590000
Mahindra Bolero,Mahindra,Bolero,7,225000,Individual,Diesel,Manual,15.96,2523,63.0,9,380000
Ford Ecosport,Ford,Ecosport,6,61087,Dealer,Petrol,Automatic,15.63,1499,110.4,5,785000
Datsun redi-GO,Datsun,redi-GO,3,2300,Dealer,Petrol,Manual,20.71,799,53.64,5,325000
Audi A6,Audi,A6,7,44000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1751000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,7,70000,Dealer,Diesel,Automatic,14.84,2143,167.62,5,1265000
Hyundai Verna,Hyundai,Verna,6,120000,Individual,Diesel,Automatic,19.08,1582,126.2,5,650000
Mahindra Bolero,Mahindra,Bolero,8,75000,Individual,Diesel,Manual,15.96,2523,62.1,7,521000
Kia Seltos,Kia,Seltos,2,10000,Individual,Petrol,Automatic,16.8,1353,138.0,5,1750000
Mahindra Scorpio,Mahindra,Scorpio,2,45000,Dealer,Diesel,Manual,16.36,2179,140.0,7,1250000
Maruti Ciaz,Maruti,Ciaz,4,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,600000
Maruti Baleno,Maruti,Baleno,1,1001,Dealer,Petrol,Automatic,19.56,1197,81.8,5,850000
Renault Duster,Renault,Duster,8,90000,Individual,Diesel,Manual,19.01,1461,108.45,5,300000
Mahindra XUV500,Mahindra,XUV500,5,36000,Individual,Diesel,Manual,16.0,1997,140.0,7,900000
Hyundai Grand,Hyundai,Grand,6,30000,Dealer,Petrol,Manual,18.9,1197,82.0,5,495000
Mahindra Marazzo,Mahindra,Marazzo,3,41000,Individual,Diesel,Manual,17.3,1497,121.0,7,1050000
Skoda Rapid,Skoda,Rapid,6,47000,Dealer,Petrol,Manual,15.0,1598,103.5,5,485000
Toyota Innova,Toyota,Innova,5,80000,Individual,Diesel,Manual,12.99,2494,100.6,7,1000000
Maruti Celerio,Maruti,Celerio,5,36545,Dealer,Petrol,Manual,23.1,998,67.04,5,450000
Hyundai Creta,Hyundai,Creta,5,121054,Individual,Diesel,Manual,21.38,1396,88.7,5,770000
Hyundai Verna,Hyundai,Verna,2,45000,Dealer,Diesel,Manual,22.0,1582,126.2,5,1150000
Maruti Celerio,Maruti,Celerio,6,34000,Dealer,Petrol,Manual,23.1,998,67.04,5,365000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,80000,Dealer,Diesel,Automatic,14.21,2143,203.0,5,1999000
Volkswagen Vento,Volkswagen,Vento,8,180000,Individual,Diesel,Manual,20.54,1598,103.6,5,350000
Datsun RediGO,Datsun,RediGO,5,11169,Dealer,Petrol,Manual,22.7,799,53.64,5,250000
Hyundai Creta,Hyundai,Creta,4,195000,Individual,Diesel,Automatic,17.01,1582,126.2,5,1100000
Renault Duster,Renault,Duster,5,90000,Individual,Diesel,Manual,19.6,1461,108.45,5,600000
Ford Figo,Ford,Figo,8,46584,Dealer,Petrol,Manual,15.6,1196,70.0,5,325000
Maruti Swift Dzire,Maruti,Swift Dzire,5,60000,Individual,Diesel,Manual,26.59,1248,74.0,5,530000
Maruti Ertiga,Maruti,Ertiga,7,40000,Individual,Petrol,Manual,16.02,1373,93.7,7,650000
Maruti Swift,Maruti,Swift,6,30000,Individual,Petrol,Manual,20.4,1197,81.8,5,370000
Hyundai i20,Hyundai,i20,9,79330,Dealer,Petrol,Manual,17.0,1197,80.0,5,375000
Hyundai i10,Hyundai,i10,11,48216,Dealer,Petrol,Manual,20.36,1197,78.9,5,350000
BMW 3,BMW,3,5,46000,Dealer,Diesel,Automatic,21.76,1995,188.0,5,2650000
Maruti Alto,Maruti,Alto,6,20000,Individual,Petrol,Manual,22.74,796,47.3,5,230000
Hyundai Santro,Hyundai,Santro,12,110000,Individual,LPG,Manual,13.45,1086,62.1,5,200000
Maruti Swift,Maruti,Swift,8,70400,Dealer,Petrol,Manual,22.0,1197,81.8,5,425000
Skoda Superb,Skoda,Superb,11,95000,Dealer,Petrol,Manual,13.1,1798,157.8,5,300000
Maruti Swift,Maruti,Swift,4,50000,Individual,Diesel,Manual,28.4,1248,74.0,5,500000
Hyundai i10,Hyundai,i10,12,52000,Dealer,Petrol,Manual,19.81,1086,68.05,5,175000
Toyota Innova,Toyota,Innova,12,194532,Dealer,Diesel,Manual,12.8,2494,102.0,7,625000
Maruti Ciaz,Maruti,Ciaz,6,120000,Individual,Diesel,Manual,26.21,1248,88.5,5,530000
Maruti Swift,Maruti,Swift,3,23000,Individual,Petrol,Manual,22.0,1197,81.8,5,750000
Maruti Swift Dzire,Maruti,Swift Dzire,5,24000,Individual,Petrol,Manual,20.85,1197,83.14,5,520000
Honda City,Honda,City,7,80000,Individual,Diesel,Manual,26.0,1498,98.6,5,450000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,7,70001,Dealer,Diesel,Automatic,13.0,2143,204.0,5,2025000
Maruti Ciaz,Maruti,Ciaz,6,42000,Dealer,Petrol,Manual,20.73,1373,91.1,5,550000
Maruti Wagon R,Maruti,Wagon R,2,17000,Individual,Petrol,Manual,20.52,1197,81.8,5,550000
Volkswagen Polo,Volkswagen,Polo,8,69000,Dealer,Petrol,Manual,16.47,1198,73.9,5,440000
Maruti Ignis,Maruti,Ignis,3,25000,Individual,Petrol,Manual,20.89,1197,81.8,5,576000
Maruti Swift,Maruti,Swift,6,75000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
Hyundai Creta,Hyundai,Creta,4,79000,Dealer,Diesel,Manual,19.67,1582,126.2,5,1100000
Hyundai i20,Hyundai,i20,4,24000,Dealer,Petrol,Manual,18.6,1197,81.83,5,725000
Mahindra XUV500,Mahindra,XUV500,5,59000,Dealer,Diesel,Automatic,16.0,2179,140.0,7,1185000
Mahindra KUV,Mahindra,KUV,4,40000,Individual,Petrol,Manual,18.15,1198,82.0,6,350000
Audi A6,Audi,A6,8,56000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1700000
Hyundai i10,Hyundai,i10,8,40000,Dealer,Petrol,Manual,20.36,1197,78.9,5,315000
Hyundai Creta,Hyundai,Creta,2,40000,Individual,Diesel,Manual,22.1,1396,88.7,5,1100000
Toyota Innova,Toyota,Innova,10,118000,Dealer,Diesel,Manual,12.8,2494,102.0,8,721000
Hyundai i20,Hyundai,i20,3,46432,Dealer,Diesel,Manual,21.9,1396,88.76,5,765000
Maruti Wagon R,Maruti,Wagon R,6,25000,Dealer,Petrol,Manual,18.9,998,67.1,5,350000
Honda Amaze,Honda,Amaze,7,125000,Individual,Diesel,Manual,25.8,1498,98.6,5,290000
Hyundai Grand,Hyundai,Grand,4,17500,Individual,Petrol,Manual,18.9,1197,81.86,5,500000
Maruti Wagon R,Maruti,Wagon R,4,28500,Dealer,Petrol,Automatic,20.51,998,67.0,5,525000
Skoda Rapid,Skoda,Rapid,7,51000,Dealer,Diesel,Manual,21.14,1498,103.52,5,460000
Maruti Swift,Maruti,Swift,6,65000,Dealer,Diesel,Manual,28.4,1248,74.0,5,495000
Maruti Swift,Maruti,Swift,5,65000,Dealer,Petrol,Manual,18.6,1197,85.8,5,465000
Hyundai Grand,Hyundai,Grand,4,20000,Individual,Petrol,Manual,18.9,1197,82.0,5,500000
Hyundai i10,Hyundai,i10,8,35000,Individual,Petrol,Manual,19.81,1086,68.05,5,360000
Maruti Swift,Maruti,Swift,8,80000,Individual,Diesel,Manual,22.9,1248,74.0,5,350000
Toyota Innova,Toyota,Innova,5,85000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1755000
Toyota Innova,Toyota,Innova,8,160000,Dealer,Diesel,Manual,12.99,2494,100.0,8,1175000
Mahindra XUV500,Mahindra,XUV500,6,57000,Dealer,Diesel,Manual,16.0,2179,140.0,7,925000
Honda City,Honda,City,11,178000,Individual,Petrol,Manual,17.0,1497,118.0,5,260000
Hyundai i10,Hyundai,i10,12,34402,Dealer,Petrol,Manual,19.81,1086,68.05,5,240000
Hyundai Grand,Hyundai,Grand,5,46000,Individual,Petrol,Manual,18.9,1197,82.0,5,455000
Ford Freestyle,Ford,Freestyle,2,25000,Individual,Diesel,Manual,24.4,1498,98.63,5,790000
Honda Amaze,Honda,Amaze,2,19000,Dealer,Petrol,Manual,19.5,1199,88.76,5,578000
Maruti Vitara,Maruti,Vitara,5,63000,Individual,Diesel,Manual,24.3,1248,88.5,5,675000
BMW 5,BMW,5,11,142500,Dealer,Diesel,Automatic,16.73,2495,218.0,5,1150000
Maruti Wagon R,Maruti,Wagon R,5,120000,Individual,Petrol,Manual,20.51,998,67.04,5,290000
Maruti Celerio,Maruti,Celerio,3,40000,Individual,Petrol,Automatic,23.1,998,67.04,5,350000
Skoda Rapid,Skoda,Rapid,9,85000,Dealer,Diesel,Manual,20.5,1598,103.5,5,350000
Ford Ecosport,Ford,Ecosport,4,65000,Dealer,Diesel,Manual,21.7,1498,98.96,5,650000
Audi A4,Audi,A4,7,52100,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1650000
Maruti Ciaz,Maruti,Ciaz,5,110000,Individual,Diesel,Manual,28.09,1248,88.5,5,550000
Maruti Vitara,Maruti,Vitara,2,21000,Dealer,Diesel,Automatic,24.3,1248,88.5,5,1111000
Ford Figo,Ford,Figo,11,56000,Dealer,Diesel,Manual,20.0,1399,68.05,5,325000
Hyundai i20,Hyundai,i20,5,29842,Dealer,Petrol,Manual,18.5,1197,82.9,5,499000
Hyundai Verna,Hyundai,Verna,9,88500,Dealer,Diesel,Manual,22.32,1582,126.32,5,550000
Hyundai Verna,Hyundai,Verna,5,52000,Dealer,Diesel,Manual,25.0,1493,113.42,5,680000
Hyundai Grand,Hyundai,Grand,3,16000,Dealer,Diesel,Manual,24.0,1186,73.97,5,625000
Skoda Rapid,Skoda,Rapid,5,56789,Dealer,Diesel,Automatic,21.66,1498,103.52,5,775000
Mahindra Scorpio,Mahindra,Scorpio,8,209000,Individual,Diesel,Manual,12.05,2179,120.0,8,700000
Volkswagen Polo,Volkswagen,Polo,7,59000,Dealer,Diesel,Manual,20.14,1498,88.5,5,490000
Maruti Baleno,Maruti,Baleno,5,26208,Dealer,Petrol,Manual,21.01,1197,81.8,5,575000
Hyundai i20,Hyundai,i20,2,15000,Individual,Diesel,Manual,22.54,1396,88.76,5,700000
Hyundai i10,Hyundai,i10,11,90000,Individual,Petrol,Manual,20.36,1197,78.9,5,150000
Maruti Eeco,Maruti,Eeco,5,15000,Individual,Petrol,Manual,15.37,1196,73.0,5,350000
Maruti Ciaz,Maruti,Ciaz,6,57000,Dealer,Petrol,Manual,20.73,1373,91.1,5,490000
Maruti Baleno,Maruti,Baleno,2,20000,Individual,Diesel,Manual,27.39,1248,74.0,5,665000
Maruti Eeco,Maruti,Eeco,5,16000,Dealer,Petrol,Manual,15.37,1196,73.0,5,385000
Toyota Innova,Toyota,Innova,3,18000,Individual,Diesel,Manual,13.68,2393,147.8,8,1920000
Volkswagen Polo,Volkswagen,Polo,8,144653,Dealer,Diesel,Manual,22.07,1199,73.9,5,250000
Mahindra Scorpio,Mahindra,Scorpio,9,68000,Dealer,Diesel,Manual,12.05,2179,120.0,8,450000
Maruti Alto,Maruti,Alto,5,31488,Dealer,Petrol,Manual,24.7,796,47.3,5,300000
Mahindra Bolero,Mahindra,Bolero,11,35000,Individual,Diesel,Manual,13.6,2523,63.0,7,260000
Honda City,Honda,City,10,102620,Dealer,Petrol,Manual,17.0,1497,118.0,5,430000
Mahindra XUV500,Mahindra,XUV500,5,35000,Individual,Diesel,Manual,16.0,2179,140.0,7,900000
Maruti Swift,Maruti,Swift,4,90000,Individual,Petrol,Manual,22.0,1197,81.8,5,450000
Renault KWID,Renault,KWID,5,15000,Individual,Petrol,Manual,25.17,799,53.3,5,299000
Hyundai i20,Hyundai,i20,7,74000,Dealer,Petrol,Manual,17.0,1197,80.0,5,575000
Maruti Swift Dzire,Maruti,Swift Dzire,4,53154,Dealer,Petrol,Manual,17.5,1298,85.8,5,725000
Hyundai i10,Hyundai,i10,9,70000,Individual,Petrol,Manual,19.81,1086,68.05,5,290000
Maruti Wagon R,Maruti,Wagon R,15,70000,Individual,Petrol,Manual,14.0,1061,64.0,5,78000
Honda Jazz,Honda,Jazz,4,20282,Dealer,Petrol,Automatic,19.0,1199,88.7,5,775000
Hyundai i20,Hyundai,i20,3,104000,Individual,Diesel,Manual,22.54,1396,88.73,5,750000
Mahindra Scorpio,Mahindra,Scorpio,10,105000,Individual,Diesel,Manual,12.05,2179,120.0,8,460000
Maruti Baleno,Maruti,Baleno,4,26000,Dealer,Petrol,Manual,21.4,1197,83.1,5,785000
Hyundai i20,Hyundai,i20,10,75000,Dealer,Petrol,Manual,17.0,1197,80.0,5,255000
Maruti Swift,Maruti,Swift,4,50000,Dealer,Diesel,Manual,28.4,1248,74.0,5,650000
Volvo XC60,Volvo,XC60,6,120000,Dealer,Diesel,Automatic,11.2,2400,215.0,5,1800000
Maruti Swift,Maruti,Swift,6,45000,Dealer,Diesel,Manual,22.9,1248,74.0,5,450000
Land Rover Rover,Land Rover,Rover,2,19000,Dealer,Diesel,Automatic,22.3,1999,177.0,5,6975000
Mahindra Scorpio,Mahindra,Scorpio,6,90000,Individual,Diesel,Manual,15.4,2179,120.0,7,650000
Maruti Swift Dzire,Maruti,Swift Dzire,4,82000,Dealer,Petrol,Manual,20.85,1197,83.14,5,390000
Ford Figo,Ford,Figo,8,87000,Dealer,Diesel,Manual,20.0,1399,68.0,5,415000
Audi A4,Audi,A4,11,60000,Dealer,Diesel,Automatic,16.55,1968,140.0,5,1250000
Maruti Wagon R,Maruti,Wagon R,3,40000,Individual,Petrol,Manual,20.51,998,67.04,5,375000
Mahindra KUV100,Mahindra,KUV100,3,20000,Individual,Petrol,Manual,18.15,1198,82.0,6,380000
Ford Figo,Ford,Figo,10,110000,Individual,Diesel,Manual,20.0,1399,68.0,5,200000
Renault KWID,Renault,KWID,3,15235,Dealer,Petrol,Manual,23.01,999,67.0,5,410000
Maruti Baleno,Maruti,Baleno,5,49000,Dealer,Petrol,Manual,21.4,1197,83.1,5,550000
Hyundai i10,Hyundai,i10,6,54111,Dealer,Petrol,Manual,19.81,1086,68.05,5,299000
Hyundai i20,Hyundai,i20,9,45000,Individual,Petrol,Manual,17.0,1197,80.0,5,380000
Maruti Swift,Maruti,Swift,7,90000,Individual,Diesel,Manual,25.2,1248,74.0,5,390000
Maruti Ciaz,Maruti,Ciaz,6,60000,Individual,Diesel,Manual,28.09,1248,88.5,5,700000
Maruti Alto,Maruti,Alto,4,34153,Dealer,Petrol,Manual,24.7,796,47.3,5,320000
Mercedes-Benz S-Class,Mercedes-Benz,S-Class,4,6500,Dealer,Diesel,Automatic,13.5,2987,254.79,5,8150000
Maruti Ertiga,Maruti,Ertiga,2,22000,Dealer,CNG,Manual,26.8,1462,103.0,7,920000
Maruti Wagon R,Maruti,Wagon R,6,48000,Dealer,CNG,Manual,32.52,998,58.33,5,365000
Maruti Swift,Maruti,Swift,5,62235,Dealer,Diesel,Manual,25.2,1248,74.0,5,496000
Hyundai Grand,Hyundai,Grand,5,50000,Individual,Petrol,Manual,18.9,1197,82.0,5,465000
Mahindra Scorpio,Mahindra,Scorpio,6,80000,Individual,Diesel,Manual,15.4,2179,120.0,7,1120000
Ford Figo,Ford,Figo,10,57342,Dealer,Petrol,Manual,15.6,1196,70.0,5,250000
Hyundai i20,Hyundai,i20,3,40000,Dealer,Diesel,Manual,21.9,1396,88.76,5,739000
Maruti Wagon R,Maruti,Wagon R,4,37000,Dealer,CNG,Manual,26.6,998,58.16,5,415000
Audi A4,Audi,A4,5,70000,Dealer,Diesel,Automatic,17.11,1968,174.33,5,1685000
Maruti Alto,Maruti,Alto,5,70000,Dealer,Petrol,Manual,22.74,796,47.3,5,299000
Hyundai Venue,Hyundai,Venue,2,25000,Individual,Diesel,Manual,23.7,1396,88.76,5,850000
Mahindra Bolero,Mahindra,Bolero,9,40000,Individual,Diesel,Manual,15.96,2523,62.1,7,500000
Volkswagen Vento,Volkswagen,Vento,5,50000,Individual,Diesel,Automatic,22.15,1498,108.6,5,800000
Maruti Baleno,Maruti,Baleno,1,5000,Individual,Petrol,Manual,21.01,1197,81.8,5,557000
Skoda Octavia,Skoda,Octavia,7,38000,Dealer,Petrol,Automatic,14.7,1798,177.5,5,890000
Mercedes-Benz E-Class,Mercedes-Benz,E-Class,4,26000,Dealer,Petrol,Automatic,12.0,1991,184.0,5,4150000
Toyota Innova,Toyota,Innova,11,125000,Individual,Diesel,Manual,12.8,2494,102.0,7,550000
Maruti Alto,Maruti,Alto,12,50000,Individual,Petrol,Manual,19.7,796,46.3,5,175000
Tata Safari,Tata,Safari,5,64579,Dealer,Diesel,Manual,14.1,2179,148.0,7,875000
Audi A6,Audi,A6,7,56000,Dealer,Diesel,Automatic,17.68,1968,174.33,5,1650000
Maruti Ertiga,Maruti,Ertiga,4,65000,Dealer,Diesel,Manual,24.52,1248,88.5,7,1000000
Maruti Alto,Maruti,Alto,10,41000,Dealer,Petrol,Manual,20.92,998,67.1,5,215000
Hyundai i10,Hyundai,i10,7,82000,Dealer,Petrol,Manual,20.36,1197,78.9,5,385000
Hyundai Verna,Hyundai,Verna,4,24000,Dealer,Diesel,Manual,22.0,1582,126.2,5,890000
Maruti Swift,Maruti,Swift,7,60000,Individual,Diesel,Manual,25.2,1248,74.0,5,450000
Hyundai i20,Hyundai,i20,5,55000,Dealer,Petrol,Manual,18.6,1197,81.83,5,490000
Maruti Wagon R,Maruti,Wagon R,9,37623,Dealer,Petrol,Manual,20.51,998,67.04,5,296000
Hyundai Santro,Hyundai,Santro,11,35000,Dealer,CNG,Manual,11.88,1086,62.1,5,265000
Renault Duster,Renault,Duster,4,100000,Individual,Diesel,Manual,19.87,1461,83.8,5,700000
Ford Figo,Ford,Figo,4,42267,Dealer,Diesel,Manual,25.83,1498,99.0,5,600000
Maruti Alto,Maruti,Alto,5,50000,Dealer,Petrol,Manual,23.95,998,67.1,5,340000
Hyundai i20,Hyundai,i20,5,70000,Individual,Petrol,Manual,18.6,1197,81.83,5,510000
Toyota Innova,Toyota,Innova,4,86032,Dealer,Diesel,Manual,13.68,2393,147.8,7,1850000
Maruti Swift,Maruti,Swift,2,25000,Dealer,Diesel,Manual,25.2,1248,74.0,5,700000
Hyundai i20,Hyundai,i20,8,96000,Individual,Diesel,Manual,21.9,1396,88.8,5,450000
Maruti Swift Dzire,Maruti,Swift Dzire,8,70000,Dealer,Diesel,Manual,23.4,1248,74.0,5,340000
Hyundai i10,Hyundai,i10,5,42000,Dealer,Petrol,Manual,19.81,1086,68.05,5,375000
Audi A4,Audi,A4,10,64690,Dealer,Diesel,Automatic,16.55,1968,140.0,5,890000
Toyota Fortuner,Toyota,Fortuner,9,51000,Dealer,Diesel,Automatic,12.55,2982,168.5,7,1265000
Hyundai i20,Hyundai,i20,8,70000,Individual,Petrol,Manual,18.5,1197,82.9,5,330000
Honda Amaze,Honda,Amaze,8,42000,Dealer,Diesel,Manual,25.8,1498,98.6,5,475000
Maruti Swift Dzire,Maruti,Swift Dzire,3,10000,Individual,Diesel,Manual,28.4,1248,74.02,5,765000
Hyundai i10,Hyundai,i10,9,15000,Individual,Petrol,Manual,20.36,1197,78.9,5,400000
Mahindra Bolero,Mahindra,Bolero,9,80000,Individual,Diesel,Manual,15.96,2523,62.1,7,450000
Hyundai Grand,Hyundai,Grand,5,70000,Individual,Diesel,Manual,24.0,1120,70.0,5,450000
Maruti Ciaz,Maruti,Ciaz,3,24099,Dealer,Diesel,Manual,28.09,1248,88.5,5,800000
Honda Jazz,Honda,Jazz,4,57812,Dealer,Petrol,Manual,18.2,1199,88.7,5,595000
Datsun redi-GO,Datsun,redi-GO,3,5986,Dealer,Petrol,Automatic,22.0,999,67.05,5,375000
Honda WR-V,Honda,WR-V,4,6000,Dealer,Petrol,Manual,17.5,1199,88.7,5,825000
Skoda Superb,Skoda,Superb,9,75000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,500000
Audi A6,Audi,A6,5,35000,Dealer,Diesel,Automatic,18.53,1968,187.74,5,3000000
Honda City,Honda,City,6,57000,Dealer,Diesel,Manual,26.0,1498,98.6,5,525000
Volkswagen Vento,Volkswagen,Vento,6,48000,Dealer,Diesel,Automatic,21.21,1498,103.2,5,559000
Skoda Rapid,Skoda,Rapid,9,87000,Dealer,Diesel,Manual,20.5,1598,103.5,5,475000
Mahindra Bolero,Mahindra,Bolero,12,100000,Individual,Diesel,Manual,13.6,2523,63.0,7,260000
Renault KWID,Renault,KWID,1,23323,Dealer,Petrol,Manual,22.3,799,53.26,5,430000
Maruti Ignis,Maruti,Ignis,4,29000,Dealer,Petrol,Manual,20.89,1197,81.8,5,520000
Maruti Alto,Maruti,Alto,8,42000,Dealer,Petrol,Manual,20.92,998,67.1,5,225000
Maruti Alto,Maruti,Alto,7,70000,Individual,Petrol,Manual,22.74,796,47.3,5,175000
Mahindra Scorpio,Mahindra,Scorpio,7,92000,Dealer,Diesel,Manual,10.5,2609,120.0,7,595000
Honda City,Honda,City,10,17000,Individual,Petrol,Automatic,16.8,1497,118.0,5,400000
Hyundai i20,Hyundai,i20,6,109555,Dealer,Diesel,Manual,22.54,1396,88.73,5,655000
Hyundai Creta,Hyundai,Creta,5,72000,Dealer,Diesel,Manual,19.67,1582,126.2,5,825000
Hyundai Verna,Hyundai,Verna,2,12000,Individual,Petrol,Manual,17.0,1591,121.3,5,1150000
Toyota Innova,Toyota,Innova,10,119458,Dealer,Diesel,Manual,12.8,2494,102.0,7,800000
Ford Endeavour,Ford,Endeavour,5,50000,Dealer,Diesel,Automatic,10.91,3198,197.0,7,2650000
Honda City,Honda,City,4,37000,Dealer,Petrol,Manual,17.8,1497,117.3,5,950000
Skoda Octavia,Skoda,Octavia,4,3700,Dealer,Petrol,Automatic,15.1,1798,178.0,5,2200000
Maruti Ciaz,Maruti,Ciaz,4,66577,Trustmark Dealer,Petrol,Manual,20.73,1373,91.1,5,725000
Audi A6,Audi,A6,8,60000,Individual,Diesel,Automatic,17.68,1968,174.33,5,1500000
Maruti Ertiga,Maruti,Ertiga,2,42000,Dealer,Diesel,Manual,24.52,1248,88.5,7,1050000
Maruti Vitara,Maruti,Vitara,3,62000,Dealer,Diesel,Manual,24.3,1248,88.5,5,900000
Toyota Innova,Toyota,Innova,2,19000,Dealer,Diesel,Automatic,11.36,2755,171.5,7,1900000
Hyundai i20,Hyundai,i20,8,131000,Individual,Diesel,Manual,21.27,1396,88.76,5,430000
Honda City,Honda,City,6,69000,Dealer,Diesel,Manual,24.1,1498,103.56,5,601000
Maruti Celerio,Maruti,Celerio,5,61173,Dealer,Diesel,Manual,27.62,793,47.0,5,375000
BMW 7,BMW,7,5,22000,Dealer,Diesel,Automatic,16.77,2993,261.49,5,6100000
Ford Endeavour,Ford,Endeavour,5,40000,Individual,Diesel,Automatic,12.62,2198,158.0,7,2150000
Hyundai i20,Hyundai,i20,6,23114,Dealer,Petrol,Manual,18.6,1197,81.83,5,525000
Honda City,Honda,City,12,65000,Dealer,Petrol,Manual,17.0,1497,118.0,5,299000
ISUZU MUX,ISUZU,MUX,4,47000,Dealer,Diesel,Automatic,13.8,2999,175.0,7,1900000
Maruti Swift,Maruti,Swift,4,60000,Dealer,Petrol,Manual,22.0,1197,81.8,5,480000
Tata Tiago,Tata,Tiago,4,35000,Individual,Diesel,Manual,27.28,1047,69.0,5,450000
Ford Figo,Ford,Figo,9,190000,Individual,Diesel,Manual,20.0,1399,68.0,5,200000
Hyundai i10,Hyundai,i10,12,52000,Dealer,Petrol,Manual,19.81,1086,68.05,5,190000
Maruti Swift,Maruti,Swift,10,22000,Dealer,Diesel,Manual,28.4,1248,74.0,5,425000
Renault KWID,Renault,KWID,5,14000,Dealer,Petrol,Manual,22.3,799,53.26,5,370000
Hyundai Tucson,Hyundai,Tucson,3,19500,Dealer,Petrol,Automatic,12.95,1999,152.88,5,1785000
Ford Figo,Ford,Figo,10,10000,Individual,Diesel,Manual,20.0,1399,68.0,5,250000
Maruti Wagon R,Maruti,Wagon R,1,10000,Individual,Petrol,Manual,20.52,1197,81.8,5,450000
Hyundai Grand,Hyundai,Grand,4,12000,Dealer,Petrol,Automatic,18.9,1197,82.0,5,625000
Maruti Swift,Maruti,Swift,5,60000,Dealer,Diesel,Manual,28.4,1248,74.0,5,590000
Maruti Baleno,Maruti,Baleno,5,23000,Dealer,Petrol,Automatic,21.4,1197,83.1,5,650000
Ford Figo,Ford,Figo,2,31000,Individual,Petrol,Manual,18.16,1196,86.8,5,525000
Mercedes-Benz C-Class,Mercedes-Benz,C-Class,4,70000,Dealer,Diesel,Automatic,14.94,2143,204.0,5,2700000
Maruti Swift Dzire,Maruti,Swift Dzire,2,15000,Individual,Diesel,Automatic,28.4,1248,74.02,5,800000
Hyundai i20,Hyundai,i20,8,65001,Dealer,Diesel,Manual,21.9,1396,88.76,5,349000
Maruti Baleno,Maruti,Baleno,4,34676,Dealer,Petrol,Manual,21.4,1197,83.1,5,710000
Hyundai i20,Hyundai,i20,5,20000,Individual,Diesel,Manual,22.54,1396,88.73,5,650000
Hyundai Verna,Hyundai,Verna,9,70000,Individual,Diesel,Manual,22.32,1582,126.32,5,600000
Skoda Superb,Skoda,Superb,8,69000,Dealer,Diesel,Automatic,17.2,1968,138.1,5,649000
Maruti Alto,Maruti,Alto,4,11000,Dealer,Petrol,Manual,24.7,796,47.3,5,285000
Hyundai i20,Hyundai,i20,7,80000,Individual,Diesel,Manual,21.9,1396,88.76,5,350000
Honda Amaze,Honda,Amaze,6,22000,Dealer,Petrol,Manual,18.0,1198,86.7,5,450000
Maruti Wagon R,Maruti,Wagon R,9,50000,Individual,Petrol,Manual,18.9,998,67.1,5,230000
Maruti Wagon R,Maruti,Wagon R,14,53000,Dealer,Petrol,Manual,21.79,998,67.05,5,175000
Maruti Wagon R,Maruti,Wagon R,6,92537,Individual,Petrol,Manual,20.51,998,67.04,5,272000
Toyota Innova,Toyota,Innova,6,82000,Dealer,Diesel,Manual,12.99,2494,100.6,7,1299000
Ford Ecosport,Ford,Ecosport,6,160000,Individual,Diesel,Manual,22.77,1498,98.59,5,500000
Honda City,Honda,City,2,23000,Individual,Petrol,Manual,17.4,1497,117.6,5,960000
Maruti Swift Dzire,Maruti,Swift Dzire,5,101000,Dealer,Diesel,Manual,23.4,1248,74.0,5,580000
